country_code,country_name,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11
THA,Thailand,19.0,23.0,1609.0,1303.0,127.0,90.0,139.0,102.0,157.0,215.0,224.0,3155.0,12455.0,6413.0,2832.0,36290.0,94639.0,99509.0,337986.0,607442.0,398746.0,308549.0,203848.0
TJK,Tajikistan,0.0,0.0,0.0,0.0,3807.0,2093.0,1466.0,1184.0,1176.0,1251.0,1178.0,1510.0,49.0,0.0,0.0,0.0,0.0,191.0,1577.0,1770.0,232.0,2.0,7.0
TKM,Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLS,Timor-Leste,0.0,0.0,1.0,23.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,14.0,26.0,43.0,491.0,1672.0,4718.0,2228.0,1676.0,5784.0,2816.0,292.0,33.0
TON,Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TTO,Trinidad and Tobago,0.0,0.0,87.0,29.0,1.0,13.0,39.0,1590.0,2772.0,1161.0,977.0,481.0,414.0,149.0,313.0,2798.0,13085.0,8884.0,6018.0,6036.0,5862.0,6620.0,14032.0
TUN,Tunisia,0.0,0.0,394.0,600.0,83.0,97.0,361.0,2268.0,14610.0,41400.0,36956.0,42371.0,69745.0,24392.0,20741.0,55101.0,36355.0,74629.0,169462.0,74469.0,43156.0,5557.0,4825.0
TUR,Turkey,0.0,0.0,13531.0,106673.0,43738.0,35964.0,30967.0,39260.0,48530.0,56704.0,263480.0,1569805.0,268811.0,224125.0,615594.0,1503409.0,428813.0,176248.0,301393.0,661256.0,765739.0,878918.0,764600.0
TWN,Taiwan,10.0,29.0,283.0,107.0,13.0,5.0,20.0,21.0,26.0,41.0,120.0,124.0,112.0,44.0,75.0,98.0,7383.0,6293.0,870.0,321.0,228.0,189.0,189.0
TZA,Tanzania,0.0,0.0,19.0,461.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,350.0,0.0,24787.0,116.0
UGA,Uganda,0.0,0.0,44.0,39.0,334.0,472.0,265.0,1818.0,5157.0,4366.0,7964.0,14757.0,4363.0,778.0,510.0,999.0,5281.0,32830.0,13950.0,25988.0,3657.0,2599.0,1379.0
UKR,Ukraine,0.0,0.0,645.0,9761.0,13266.0,21582.0,26150.0,52728.0,90314.0,184884.0,353013.0,334654.0,174549.0,133982.0,329501.0,399041.0,136829.0,39202.0,33308.0,51155.0,148737.0,524807.0,548514.0
URY,Uruguay,0.0,0.0,338.0,305.0,180.0,113.0,328.0,331.0,451.0,1078.0,2733.0,13262.0,22619.0,16256.0,47555.0,92879.0,96075.0,74847.0,12167.0,3417.0,3994.0,4971.0,5796.0
USA,United States,8.0,17.0,192054.0,888894.0,718169.0,843340.0,1923921.0,1459119.0,1208919.0,1935771.0,4516757.0,6477113.0,6152181.0,2402500.0,1814158.0,1891308.0,920788.0,400686.0,1318567.0,4289817.0,4149447.0,2504093.0,2552839.0
UZB,Uzbekistan,0.0,0.0,172.0,1867.0,1584.0,4880.0,15506.0,17884.0,14824.0,10215.0,6162.0,3966.0,1651.0,1215.0,2943.0,7939.0,9527.0,10342.0,18650.0,27067.0,17501.0,12068.0,7245.0
VEN,Venezuela,0.0,0.0,135.0,198.0,1177.0,4322.0,12742.0,28154.0,28394.0,16891.0,10381.0,11164.0,13369.0,12189.0,21381.0,37186.0,36482.0,38547.0,33054.0,28577.0,34625.0,38183.0,24145.0
VIR,United States Virgin Islands,0.0,0.0,30.0,36.0,3.0,12.0,325.0,728.0,184.0,58.0,168.0,492.0,385.0,225.0,261.0,218.0,317.0,437.0,750.0,1295.0,834.0,446.0,307.0
VNM,Vietnam,2.0,14.0,196.0,58.0,58.0,27.0,203.0,486.0,50.0,86.0,167.0,118.0,352.0,631.0,155.0,325.0,4504.0,9620.0,133008.0,312036.0,328659.0,130367.0,316960.0
VUT,Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
YEM,Yemen,0.0,0.0,0.0,6.0,317.0,835.0,570.0,230.0,76.0,29.0,14.0,22.0,22.0,164.0,2072.0,1960.0,425.0,178.0,141.0,808.0,1198.0,724.0,213.0
ZAF,South Africa,0.0,0.0,1353.0,4294.0,27036.0,118526.0,341974.0,133858.0,47298.0,51113.0,64552.0,267157.0,396600.0,59632.0,34764.0,33053.0,84407.0,308355.0,473482.0,330205.0,125013.0,19444.0,45936.0
ZMB,Zambia,0.0,0.0,35.0,71.0,951.0,537.0,4369.0,6134.0,2662.0,1673.0,1215.0,3078.0,33492.0,24317.0,9884.0,3168.0,3677.0,59685.0,40868.0,10511.0,2719.0,688.0,435.0
ZWE,Zimbabwe,0.0,0.0,8.0,32.0,138.0,413.0,2578.0,3328.0,1341.0,529.0,1583.0,3917.0,19521.0,2701.0,793.0,1375.0,704.0,10903.0,58996.0,15913.0,6047.0,2157.0,1648.0
